PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Temp,RH,WS,WD,BP
39,93.33,0.63,14.17,8.07,1.6,5.7,1.17,22.59,0.27,2.33,26.27,47,1.4,251,None
41,98,0.68,14.77,8.43,1.1,6.23,1.36,27.02,0.3,2.68,28.43,44.25,1.93,272.75,None
39.75,95,0.6,14.62,8.27,1.1,6.83,1.11,26.93,0.3,2.17,28.85,40.25,2.1,268.75,None
35.25,84.25,0.8,13.75,7.95,1.5,5.88,0.9,31.37,0.2,1.77,28.85,37,1.58,222.75,None
32.5,77.75,0.7,13.7,7.85,1.27,5.47,1.02,33.62,0.23,2.02,30.1,34.5,1.62,240.25,None
34.5,82.5,None,None,None,None,5.27,0.9,31.26,0.25,1.75,38.65,34,1.6,222,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43.25,104,1.05,13.68,8.12,2.12,5.83,0.9,29.67,0.2,1.75,31.55,48.75,1.12,119.5,None
40.25,96.25,1.02,11.72,7.05,2,5.5,0.73,32.66,0.2,1.43,30.5,58.75,1.42,89.25,None
37.25,89.25,0.77,10.47,6.2,1.73,5.4,0.6,37.55,0.15,1.2,29.45,61.5,1.43,100.5,None
34.75,83.5,0.67,9.03,5.38,1.43,5.47,0.48,37.09,0.1,0.95,28.62,70,1.9,111.75,None
30.25,73,0.85,8.38,5.12,1.05,5.6,0.38,37.02,0.1,0.75,27.93,70.5,1.35,119,None
23.75,57.25,0.78,9.48,5.67,0.72,5.4,0.43,31.57,0.1,0.83,27.23,68.25,1.8,178.5,None
35.25,84.5,0.38,11.15,6.23,0.8,5.23,0.37,29.01,0.1,0.73,26.78,67.5,1.43,198.75,None
26.5,63.75,0.53,11.72,6.68,1.3,5.53,0.37,27.43,0.1,0.73,26.4,66,1.07,218.75,None
26.25,63,0.8,11.45,6.7,1.85,5.67,0.33,30.38,0.1,0.65,26.12,69.5,1.5,182.5,None
30.75,73.75,0.73,11.93,6.92,1.7,5.48,0.37,26.66,0.1,0.73,25.82,71.75,1.07,209.5,None
33.5,80.25,0.5,12.6,7.12,1.55,5.27,0.49,25.08,0.1,0.97,25.58,71,0.97,209.5,None
35,84,0.8,14,8.1,1.32,5.5,0.67,23.26,0.2,1.3,25.38,69.75,0.93,222.5,None
37.75,90.5,0.4,14.55,8.07,1.52,5.5,0.8,23.25,0.2,1.57,25.3,64.5,1.08,227.75,None
43,103,0.8,14.62,8.45,1.8,5.55,1,26.34,0.23,1.97,25.65,59.75,1.45,223.5,None
33,79.5,0.83,12.88,7.5,2.25,5.1,0.8,31.03,0.2,1.58,26.5,57.25,1.75,209.5,None
29.75,71.5,0.55,12.85,7.27,1.73,5.55,0.9,31.19,0.2,1.8,27.27,51.75,1.62,221.75,None
29.5,71,0.62,12.93,7.38,1.43,5.8,0.85,31.81,0.2,1.7,28.6,46.25,1.85,240.75,None
31.5,75.25,0.6,13.35,7.58,1.18,5.85,0.79,29.48,0.2,1.58,31.15,38.25,1.68,244,None
32.25,77.25,0.68,12.62,7.25,1.4,6,0.66,34.8,0.18,1.3,31.38,33.75,1.32,158.25,None
29.25,70.25,0.83,11.65,6.85,1.48,5.6,0.63,35.3,0.2,1.25,31.27,34,1.48,193.75,None
26,62.67,0.87,11.57,6.87,1.47,5.6,0.58,36.64,0.1,1.1,31.33,34.33,1.53,179.67,None
25.25,61,0.82,11.57,6.85,1.58,5.52,0.56,38.7,0.12,1.1,31.15,35,1.05,134.5,None
30.75,74,0.88,11.73,6.97,1.52,5.53,0.64,31.97,0.15,1.25,31.15,41,1.47,143.75,None
38.25,91.5,0.7,12.1,7.03,1.05,5.2,1.12,23.85,0.28,2.2,31.05,46.25,0.8,89.75,None
49,117.5,0.82,13.72,7.97,0.9,5.5,1.53,20.74,0.38,3.05,30.12,44,0.72,135.25,None
58.75,140.75,0.68,14.15,8.07,1.38,5.47,1.34,23.7,0.33,2.62,29.67,45,1.25,71.75,None
48,115.25,0.67,13.23,7.6,1.85,5.37,0.95,27.4,0.22,1.88,29.28,53.75,1.05,79.5,None
38,91,0.47,12.72,7.15,1.85,5.33,0.76,25.32,0.2,1.52,28.88,56.75,0.73,81.75,None
44,106,0.8,12.83,7.47,1.93,5.4,0.65,27.28,0.17,1.27,28.63,57.33,0.83,89.33,None
32.25,77,0.73,11.3,6.6,2.35,5.57,0.45,31.58,0.1,0.88,28.32,59.5,0.95,96.5,None
36,86,0.7,10.6,6.2,2.1,5.77,0.46,30.86,0.1,0.88,28.05,62,0.93,86,None
33.75,80.75,0.95,10.18,6.18,1.92,5.65,0.43,29.73,0.1,0.85,27.75,63.5,1.02,101,None
30,72.25,0.9,10.43,6.33,1.75,5.53,0.42,26.68,0.1,0.83,27.48,64.25,1.1,147.25,None
37,89,0.62,10.72,6.2,1.7,5.47,0.41,24.51,0.1,0.82,27.15,63.75,1.32,176.5,None
30.75,73.5,0.75,11.75,6.85,1.55,5.57,0.46,22.56,0.1,0.9,26.87,64.75,1.2,162.25,None
32.75,78.5,0.77,12.62,7.35,1.58,5.75,0.59,21.28,0.15,1.17,26.62,67.25,0.78,195.75,None
43.75,104.75,0.7,13.1,7.53,1.77,5.97,0.71,21.16,0.2,1.4,26.42,68.75,1,218,None
46.5,111.75,0.55,12.6,7.12,2.33,5.9,0.67,24.7,0.2,1.35,26.57,63.25,1.32,198,None
28,67.25,0.7,12.2,7.05,2.33,5.77,0.67,27,0.18,1.32,27.62,50.25,1.3,189.75,None
23.5,56.5,0.62,11.73,6.75,2.3,5.72,0.56,32.8,0.1,1.1,28.15,44.5,1.23,171,None
29.25,70,0.77,11.88,6.93,1.7,5.8,0.72,40.3,0.2,1.42,29.02,39.5,1.23,169.75,None
33.25,79.75,0.62,12.7,7.25,1.25,5.42,0.9,43.88,0.2,1.78,29.82,36,1.58,213.75,None
35.25,85,0.72,12.4,7.2,1.15,5.33,0.83,45.58,0.2,1.65,30.6,34,1.4,204.75,None
37.5,90.25,0.62,12.82,7.32,1.02,5.6,0.93,40.11,0.22,1.85,31.18,33,1.38,209.5,None
34.75,83.25,0.8,12.28,7.23,1.33,5.73,0.9,39.46,0.23,1.8,31.5,32.5,1.4,228.75,None
39,93.5,0.93,13.4,7.88,0.92,5.12,0.97,31.47,0.22,1.93,31.83,31.25,1.45,204.5,None
36.75,88,0.9,13,7.65,1.38,4.83,0.79,37.19,0.2,1.53,31.92,33.5,1.15,134,None
38.75,93.25,0.68,11.72,6.75,1.62,4.88,0.85,33.76,0.22,1.68,31.7,48.5,1.52,134.75,None
38.5,92.25,0.82,11.6,6.85,1.5,5.37,0.92,28.36,0.23,1.82,31.23,50.25,1.05,135.25,None
42,100.75,1.03,12.07,7.25,1.47,5.85,0.97,26.58,0.25,1.9,30.65,51,1.18,139,None
43.5,104.25,0.75,11.15,6.53,1.98,6.5,0.73,31.03,0.2,1.45,30,55.75,1.22,127.5,None
33,79.25,0.8,11.23,6.62,1.7,6,0.79,26.99,0.2,1.55,29.43,60.25,1.18,148.5,None
39,93.75,0.62,11.85,6.8,1.65,5.7,0.72,25.75,0.2,1.42,29.02,59.5,1.12,156.75,None
32.5,78,0.47,11.88,6.7,1.8,5.4,0.64,25.65,0.2,1.23,28.57,61.75,1.05,163.75,None
38.75,93,0.72,11.97,6.95,1.9,5.47,0.55,26.98,0.1,1.08,28.2,63,1.25,188.75,None
32,76.75,0.78,11.85,6.92,2.1,5.78,0.51,27.23,0.1,1.03,27.85,64.25,1.15,194.5,None
24.25,58,0.73,11.43,6.65,2.27,5.9,0.45,28.12,0.1,0.9,27.52,65.75,1.45,178.25,None
27.25,65.25,0.62,11.25,6.5,2.08,5.58,0.45,27.33,0.1,0.9,27.28,68.25,1.38,172.5,None
27.25,65.5,0.65,11.55,6.67,2.05,5.43,0.52,24.21,0.1,1.02,27.02,69.5,1.02,195,None
33.75,81.25,0.85,12.32,7.23,1.88,5.65,0.59,23.47,0.12,1.15,26.82,70.75,1.12,195.25,None
32.5,77.75,0.85,12.1,7.12,2.15,5.77,0.58,24.77,0.12,1.15,26.72,69.5,1.4,209.75,None
30,71.75,0.6,12.08,6.92,2.2,5.57,0.62,26.09,0.2,1.25,27.03,65,1.55,223.75,None
27.25,65.5,0.35,11.88,6.57,2.12,5.33,0.64,28.67,0.17,1.27,28.05,56.75,1.55,213.25,None
28.5,68.25,0.6,11.5,6.62,2.1,5.53,0.56,32.45,0.12,1.12,29.75,47.5,1.5,210,None
31.5,75.5,0.35,11.55,6.45,1.9,5.4,0.65,33.54,0.15,1.3,34.25,41.75,1.43,218.75,None
35.25,84.25,None,None,None,None,4.93,0.73,37.33,0.2,1.45,36.92,38.5,1.38,220,None
33,79,None,None,None,None,5.07,0.7,37.53,0.2,1.38,34.82,34.25,1.78,250.5,None
32.25,77.25,None,None,None,None,5.32,0.67,37.11,0.2,1.32,34.23,31.25,1.77,252.75,None
31.5,75.5,None,None,None,None,5.8,0.69,32.44,0.2,1.35,34.1,30,1.7,253.25,None
33.75,80.75,None,None,None,None,5.7,0.69,30.8,0.2,1.35,33.93,30,1.5,215.75,None
28.5,68.5,None,None,None,None,5.33,0.58,35.59,0.12,1.15,33.65,42.25,1.88,136.25,None
32,76.75,None,None,None,None,5.28,0.43,38.72,0.1,0.85,33.03,53.5,1.8,94,None
30.25,73,0.67,9.03,5.37,1.27,5.33,0.39,39.52,0.1,0.75,32.2,51.75,1.47,94.5,None
34,82,0.75,9.32,5.57,1.4,5.65,0.37,39.05,0.1,0.73,31.45,55.75,1.3,98.5,None
33.75,81.25,0.6,10.15,5.85,1.55,5.77,0.52,35.34,0.12,1.05,30.8,56.25,1.22,120,None
33.75,80.75,0.7,10.7,6.28,1.83,5.62,0.56,32.51,0.1,1.12,30.17,59,1.02,87.75,None
36.5,87.25,0.75,10.6,6.25,2.02,5.6,0.49,34.8,0.1,1,29.62,62.75,1.27,111,None
36,86.25,0.88,10.2,6.12,1.82,5.32,0.43,34.5,0.1,0.82,29.17,66.5,1.47,118.5,None
30.25,72.5,0.8,10.15,6.05,1.78,5.27,0.48,32.34,0.1,0.95,28.75,65,1.35,170.25,None
30,71.75,0.7,10.35,6.07,1.98,5.3,0.47,28.21,0.1,0.92,28.35,65.5,1.4,186.5,None
26.5,63.75,0.88,10.62,6.38,2.12,5.33,0.42,25.69,0.1,0.8,28,69,1.72,186.75,None
23.75,57,0.85,11.12,6.6,2,5.57,0.43,24.07,0.1,0.87,27.7,70.75,1.38,204,None
23.25,55.75,1.12,12.28,7.4,1.85,5.63,0.42,22.49,0.1,0.85,27.38,72.25,1.1,217,None
31.5,75.5,0.82,12.38,7.25,2.22,5.67,0.44,23.83,0.1,0.88,27.1,74,1.28,173.5,None
27.5,66.25,0.78,12.23,7.15,2.3,5.87,0.49,23.77,0.1,0.97,26.82,71.75,1.32,180.25,None
29.25,70.5,0.98,12.05,7.23,2.45,5.67,0.59,26.65,0.13,1.13,27.2,64.75,1.5,172.75,None
30.25,72.5,0.75,12.02,7,2.4,5.67,0.65,31.83,0.17,1.3,28.73,55,1.12,170.25,None
30.5,73,0.68,11.83,6.85,2.2,5.6,0.74,37.55,0.2,1.48,29.15,47.75,1.35,187,None
29.5,71,0.85,12.02,7.1,1.83,5.53,0.76,40.39,0.2,1.5,29.75,43,1.5,194,None
31,74,0.93,12.18,7.25,1.5,5.38,0.69,40.47,0.2,1.37,30.27,39.5,1.43,187,None
32.75,78.25,0.9,11.82,7,1.45,5.33,0.66,45.05,0.2,1.27,30.9,38.25,1.02,182,None
38,91,0.9,11.7,6.93,1.57,5.4,0.68,43.28,0.2,1.33,31.2,37,1.13,209,None
35.5,85,0.78,11.37,6.67,1.88,5.57,0.58,52.14,0.12,1.12,31.33,38,1.02,91.5,None
35,84.25,0.77,10.98,6.45,1.62,4.65,0.53,50.09,0.1,1.03,31.2,38,0.9,90.5,None
38,91,0.68,10.43,6.1,1.58,4.47,0.54,44.41,0.1,1.08,30.95,38,0.98,90,None
41,98.25,0.53,10.78,6.2,1.3,5.22,0.69,36.1,0.2,1.35,30.73,41.25,0.98,94,None
47.75,114.5,0.88,10.17,6.12,1.52,5.7,0.68,35.45,0.2,1.35,30.38,48,1.5,105.25,None
36.75,88,0.83,9.33,5.62,1.35,5.22,0.5,34.93,0.1,0.97,29.98,56.25,1.8,108.5,None
25,60.25,0.77,8.9,5.4,1.12,5.23,0.54,31.03,0.12,1.05,29.65,59.5,1.67,149,None
30.75,73.75,0.73,10.67,6.27,0.67,5.7,0.72,23.76,0.2,1.43,29.95,75.75,1.1,193.25,None
35,84.25,0.35,11.07,6.2,1.3,5.67,0.6,24.05,0.15,1.23,29.2,74.5,0.73,129,None
23.25,55.75,0.75,11,6.45,1.98,5.5,0.45,30.52,0.1,0.9,28.3,73.25,1.45,149.75,None
24.25,58.5,0.97,10.15,6.18,2.02,5.53,0.45,35.71,0.1,0.9,27.67,70.75,1.12,142.5,None
26.5,63.5,0.95,10.95,6.58,1.85,5.7,0.49,29.94,0.1,1,27.3,72,0.75,181,None
30.25,72.25,0.8,11.55,6.8,2.1,5.63,0.48,29.25,0.1,0.97,27.02,71.25,1.3,192.5,None
26.5,63.5,0.65,11.68,6.75,2.2,5.68,0.46,29.1,0.1,0.93,26.82,72.75,1.05,181.75,None
23.25,56,0.93,12.7,7.48,1.98,5.7,0.5,23.91,0.1,1,26.65,73,0.6,221.5,None
29.25,70.25,0.98,14.38,8.42,1.68,5.45,0.61,21.04,0.15,1.2,26.52,74,0.72,192.75,None
32.5,77.75,0.75,13.95,8.03,2.5,5.43,0.61,22.95,0.17,1.2,26.35,73,0.9,183.25,None
22.75,54.75,1.02,13.97,8.28,2.6,5.67,0.68,24.52,0.2,1.37,26.38,70.25,1.12,191,None
25.5,61.25,0.8,13.97,8.1,2.83,5.9,0.81,27.01,0.2,1.57,26.53,65.5,1.52,193.25,None
27,65,0.82,13.57,7.88,2.6,5.65,0.8,28.14,0.2,1.6,26.95,62,1.58,208,None
27,65,0.77,12.77,7.37,2.5,5.33,0.74,25.6,0.2,1.43,32.03,59.75,1.9,201.75,None
26.5,63.75,1.1,13.2,7.9,1.9,5.03,0.72,28.06,0.2,1.43,33.2,56,1.95,205,None
25,60,0.93,13.25,7.77,2,5.3,0.66,28.32,0.2,1.27,32.1,47.25,1.62,218.25,None
26.25,63,0.72,13.25,7.62,2.28,5.5,0.62,30.52,0.17,1.22,31.6,47.5,1.68,203.75,None
28.75,69,0.62,12.95,7.38,2.3,5.87,0.61,30.52,0.17,1.2,31.42,51.75,2.08,195.5,None
27,64.75,0.53,13.23,7.47,2,5.03,0.69,30.17,0.2,1.33,32.23,51,1.7,210.5,None
34.5,82.75,0.8,11.3,6.7,0.6,4.33,0.72,32.34,0.2,1.4,35.47,58.5,1.62,208.5,None
37.75,91,0.78,11.27,6.62,1.32,5.28,0.77,26.63,0.2,1.52,32.48,68.5,0.9,113.5,None
41,98.75,0.73,13.75,7.93,0.65,5.8,1.55,19.2,0.4,3.05,31.4,81,0.5,157.5,None
59.5,143,0.65,14.4,8.15,1.2,5.62,1.91,17.82,0.47,3.8,33.08,77,0.6,112.5,None
51.75,124.25,1.2,14.7,8.8,1.6,5.17,1.43,20.65,0.35,2.82,33.1,76,0.75,66.5,None
52,124.5,0.8,14.4,8.32,1.92,5.5,1.19,19.65,0.3,2.33,30.95,75,0.62,131,None
53,127.25,0.55,14.22,7.97,2.2,5.63,1.1,20.57,0.3,2.2,29.93,71.5,0.9,148.5,None
49.25,118.25,0.75,13.8,7.98,2.38,5.42,0.96,21.51,0.23,1.9,29.25,72.5,0.5,118.25,None
54,129.25,0.7,14.67,8.38,2,5.37,0.93,19.91,0.25,1.82,28.65,75,1.2,172.75,None
47.5,113.75,0.6,14.75,8.3,2.25,5.5,0.85,18.98,0.2,1.7,28.17,76.25,0.47,91.5,None
50.25,120.25,0.88,15.55,8.97,1.88,5.63,0.84,19.62,0.22,1.62,27.78,77.25,0.45,215,None
59.75,143.25,0.77,14.88,8.5,2.55,5.42,0.68,20.06,0.2,1.33,28.15,75,0.85,242,None
53,127.33,0.57,15.1,8.5,2.2,5.3,0.85,19.51,0.2,1.7,28.17,75.33,0.87,226,None
59,142,0.65,15.5,8.72,2,5.58,0.96,18.86,0.23,1.88,27.4,74,0.7,162.75,None
59.5,143,0.65,17.85,9.97,1.07,5.77,1.15,19.47,0.3,2.27,27.02,65.5,0.85,248,None
58.25,139.5,0.6,17.1,9.55,2.23,5.77,1.21,22.37,0.3,2.37,27.1,58,1.05,249.75,None
47,112.75,0.83,15.4,8.9,2.9,5.5,0.99,26.97,0.27,1.98,28.3,52.75,1.1,217,None
38.75,92.75,0.38,14.75,8.15,2.6,5.35,0.96,32.27,0.2,1.93,29.18,45.75,1.07,175.5,None
40.5,97,0.6,14.05,7.97,2.23,5.3,0.75,38.61,0.2,1.5,30.2,42,1.23,132.75,None
38.75,93.25,0.77,12.33,7.17,1.75,5.47,0.59,40.92,0.13,1.13,30.53,39.25,1.3,113,None
37,88.75,0.75,10.95,6.42,1.5,5.67,0.61,40.44,0.15,1.2,31.4,35.75,1.52,111,None
33.75,81.25,0.58,10.78,6.2,1.25,5.2,0.88,35.3,0.23,1.75,33.23,34.5,1.38,119.25,None
33.25,79.75,0.7,10.15,5.95,1.2,4.83,2.84,34.08,0.7,5.62,32.82,35,1.5,105,None
33,79.5,0.72,10.15,6,1.35,5.3,2.75,34.18,0.7,5.4,32.68,34.5,1.45,110,None
31.25,75,0.77,10.45,6.22,1.18,5.57,0.58,33.23,0.12,1.15,32.35,38,1.25,84.25,None
36.5,87.5,0.78,11.38,6.68,1.07,5.3,0.69,27.9,0.17,1.35,31.85,40.5,0.9,88.75,None
45.5,109,0.83,11.65,6.88,1.45,5.17,0.94,26.76,0.22,1.85,31.27,42.75,0.93,92.5,None
55.5,133.5,0.73,11.05,6.48,1.65,5.53,0.84,29.99,0.2,1.67,31.25,48,1.62,112.75,None
39.75,95.5,0.62,10.17,5.9,1.58,5.17,0.52,32.47,0.12,1.02,32.2,53.5,1.45,100,None
23.75,57.25,0.88,9.58,5.8,1.52,5.65,0.42,33.46,0.1,0.8,30.68,54.25,1,107.75,None
25.5,61,1,10.25,6.28,1.4,6,0.46,27.71,0.1,0.9,29.8,56.5,0.9,94.25,None
32,76.75,0.75,9.95,5.88,1.62,5.37,0.38,29.86,0.1,0.73,29.23,60.5,1,95.5,None
30.5,73.5,0.93,10.35,6.25,1.6,5.33,0.39,27.27,0.1,0.75,28.78,64,1.12,146.25,None
34,81.5,0.55,10.53,6.05,1.78,5.32,0.38,27.56,0.1,0.73,28.35,65.75,1.2,147.25,None
31,74,0.7,10.3,6.07,1.82,5.57,0.39,25.08,0.1,0.77,27.98,68.25,1.27,196.75,None
30.75,73.5,0.68,10.9,6.33,1.8,5.55,0.44,23.57,0.1,0.9,27.6,73.5,1.37,216,None
31,74.5,0.88,11.85,7,1.72,5.77,0.46,21.73,0.1,0.88,27.35,76,1.05,203.25,None
33.75,81.25,0.82,12.12,7.12,1.95,5.27,0.51,20.98,0.1,0.97,27.05,77.75,1.18,181,None
33.25,79.75,0.68,12.35,7.12,2.02,5.3,0.56,21.83,0.15,1.1,26.9,76.5,1.32,192.25,None
36,86.75,0.55,12.82,7.28,1.92,5.65,0.78,22.99,0.2,1.5,27.65,68.5,1.1,205,None
40.25,96.75,0.55,12.62,7.17,2.12,5.53,0.82,25.99,0.23,1.6,29.92,59.75,1.5,218.5,None
35,84,0.35,13.05,7.22,1.7,5.62,0.81,27.9,0.2,1.6,30.15,51.5,1.53,227.25,None
33.75,81,0.3,12.88,7.12,1.75,5.73,0.72,30.68,0.18,1.42,30.57,46.25,1.38,204.5,None
32,76.75,0.57,11.8,6.7,1.88,5.42,0.58,35.75,0.12,1.12,31.43,40.25,1.2,141,None
38.5,92.25,0.62,10.93,6.28,1.53,5.5,0.58,38.16,0.12,1.15,31.6,38.5,1.35,144.75,None
38.5,92.5,0.75,10.23,6.05,1.32,5.73,0.51,36.82,0.1,0.97,31.95,37.75,1.4,94.75,None
33.75,81.25,0.75,9.72,5.8,1.3,5.53,0.47,33.03,0.1,0.95,32.17,36.25,1.28,96,None
34.5,82.75,0.7,9.55,5.68,1.27,5.75,0.43,32.4,0.1,0.85,32.25,36,1.42,99.5,None
39,94,0.7,9.45,5.57,1.3,5.83,0.43,31.96,0.1,0.85,32.12,38,1.23,102.5,None
38,91.5,0.88,9.88,5.95,1.2,5.72,0.51,30.78,0.1,1,31.75,41.25,1.1,101,None
36.75,88.25,0.65,9.97,5.82,1.45,5.63,0.68,28.98,0.17,1.32,31.17,46,1.02,102.5,None
43.5,104.5,0.7,10.45,6.1,1.55,5.38,0.73,28.08,0.2,1.42,30.62,47.5,1.22,103,None
47.5,113.75,0.55,10.12,5.85,1.62,5.8,0.64,27.79,0.18,1.25,30.05,50.75,1.35,104.25,None
43,103,0.85,9.28,5.6,1.57,5.92,0.54,27.5,0.1,1.05,29.55,53,1.2,103,None
31,74.75,0.75,9.25,5.5,1.73,5.4,0.41,28.97,0.1,0.82,29.15,56.5,1.2,103,None
22.25,53.5,0.57,9.05,5.25,1.67,5.27,0.33,28.56,0.1,0.65,28.7,61.5,0.97,96.25,None
23.5,56.25,0.62,9.05,5.35,1.7,5.27,0.36,28.52,0.1,0.7,28.35,64.25,1.02,103.5,None
26.5,63.5,0.62,9.32,5.47,1.68,5.53,0.36,26.18,0.1,0.7,27.95,67.25,0.88,118.75,None
31.75,76,0.82,9.45,5.67,1.75,5.5,0.33,25.4,0.1,0.65,27.62,71.75,1.02,86,None
36,86.75,0.9,9.22,5.62,1.6,5.67,0.32,24.06,0.1,0.65,27.32,76,1,87.5,None
44.25,106.25,0.53,9.45,5.45,1.58,5.57,0.36,20.91,0.1,0.7,27.08,77,0.8,119,None
51,122,0.62,10.1,5.9,1.55,5.55,0.45,21.17,0.1,0.9,26.9,76,0.88,106.75,None
50.75,121.5,0.62,9.78,5.72,1.7,5.43,0.49,22.61,0.1,0.97,26.85,74.25,1.23,113,None
48.5,116.5,0.7,9.4,5.6,1.58,5.82,0.48,24.26,0.1,0.98,27.05,72,1.2,122.25,None
45.5,109.5,0.7,9.73,5.73,1.58,6.2,0.55,28.74,0.1,1.12,28.05,60.5,1.27,128.25,None
46.25,111,0.5,9.57,5.47,1.5,6.33,0.44,30.74,0.1,0.85,28.73,44.75,1.6,115.25,None
36.25,87,0.77,8.98,5.4,1.33,6.37,0.39,31.63,0.1,0.78,29.45,40.75,1.68,122.5,None
39.75,95.5,0.65,8.75,5.15,1.15,6.12,0.34,31.84,0.1,0.67,30.12,38.5,1.77,119.5,None
40.25,97,0.6,8.53,5.05,1.02,5.93,0.35,32.47,0.1,0.67,30.77,38.75,1.82,99.75,None
44.75,107.75,0.48,8.15,4.75,1.07,5.82,0.32,31.83,0.1,0.65,31.25,36.5,1.75,114.75,None
45,108.25,0.33,8.05,4.57,1.1,5.63,0.32,31.96,0.1,0.62,31.67,36.25,1.6,110.75,None
39.25,94.5,0.47,8.25,4.8,1.15,5.83,0.33,32.45,0.1,0.65,31.95,37.5,1.55,102.75,None
39.75,95.5,0.53,8.55,4.95,1.12,5.77,0.27,31.58,0.1,0.53,31.82,39.25,1.33,98.75,None
38.25,92,0.62,8.65,5.1,1.27,5.38,0.34,29.88,0.1,0.65,31.35,42,1.12,91.5,None
38,91,0.7,8.82,5.25,1.35,5.43,0.46,28.28,0.1,0.9,30.75,44.25,1.15,100.5,None
42.5,102.25,0.77,9.3,5.57,1.35,5.48,0.5,27.16,0.1,1,30.08,46,1,102.75,None
40.5,97,0.7,9.32,5.53,1.45,6.37,0.53,27.55,0.1,1.05,29.47,48.75,1.12,102.75,None
49,117.5,0.82,8.98,5.45,1.4,6.03,0.47,26.68,0.1,0.92,29.05,52.25,1.15,86,None
50.25,120.75,0.6,8.62,5.1,1.38,5.53,0.39,27.79,0.1,0.78,28.85,55.75,1.3,93,None
44,105.5,0.7,8.6,5.2,1.2,5.55,0.41,21.74,0.1,0.83,35.52,59,1.12,76.75,None
40.5,97,None,None,None,None,5.25,0.39,24,0.1,0.77,36.98,61.5,1,87.75,None
38,91.5,1.2,9,5.8,1.3,5.52,0.3,24.94,0.1,0.6,32.35,64.5,1.05,75,None
36.75,88.25,0.73,8.93,5.33,1.48,5.9,0.24,24.28,0.1,0.5,30.65,67.5,0.95,76.75,None
40,96.25,0.85,9.1,5.53,1.3,5.75,0.22,23.78,0.07,0.43,29.48,71.5,0.7,85.25,None
31.5,76,0.73,8.88,5.3,1.55,5.63,0.31,22.14,0.1,0.6,28.75,74.25,0.85,73.75,None
25.5,61.5,0.93,9.5,5.8,1.5,5.6,0.41,20.93,0.1,0.82,28.15,76.25,0.65,81.75,None
29.5,70.75,0.77,9.8,5.85,1.55,5.4,0.39,22.1,0.1,0.78,27.78,70.75,1.1,83,None
28.25,67.75,0.53,8.88,5.12,1.75,5.43,0.33,25.7,0.1,0.65,27.85,56.5,1.23,114,None
29,70,0.83,8.53,5.2,1.75,5.4,0.4,26.27,0.1,0.77,30.42,47.75,1.43,113,None
27.5,66.25,0.47,8.7,5.03,1.45,5.5,0.39,26.27,0.1,0.8,30.25,40.25,1.62,92,None
24,57.5,0.35,8.7,4.9,1.05,5.27,0.4,25.77,0.1,0.8,30.77,35.75,1.8,92.5,None
26.5,63.75,0.65,8.12,4.88,1.12,5.45,0.39,25.82,0.1,0.8,31.13,32.75,1.88,96.5,None
24.5,58.75,0.57,7.83,4.62,0.93,5.53,0.39,26.14,0.1,0.8,31.43,34.75,2,99.75,None
24.25,58,0.6,8.18,4.85,0.77,5.73,0.41,25.54,0.1,0.8,31.82,29.75,2.08,106.75,None
26.75,64,0.7,8.47,5.05,0.77,5.7,0.38,25.81,0.1,0.75,32.05,27,2,84.75,None
23.5,56.25,0.7,8.17,4.93,0.87,5.43,0.37,25.53,0.1,0.73,33.1,28.75,2.05,101.5,None
26.5,63.5,None,None,None,None,5.5,0.26,26.42,0.1,0.53,35.78,28.25,1.9,88,None
30.5,73,None,None,None,None,5.7,0.35,24.5,0.1,0.68,33.6,33.75,1.48,86,None
29.25,70.5,0.57,8.57,5,0.97,5.87,0.38,23.87,0.1,0.75,32.23,41.75,1.42,86.5,None
30.75,73.75,0.7,8.8,5.22,1.02,5.62,0.45,24.32,0.1,0.87,31.07,45.5,1.3,80,None
33.75,80.75,0.5,9.03,5.22,1.12,5.6,0.4,26.1,0.1,0.8,30.15,49,1.38,93.75,None
34.5,82.5,0.55,8.2,4.83,1.25,5.57,0.34,27.39,0.1,0.65,29.5,53.75,1.38,93.5,None
32,76.75,0.67,7.95,4.8,1.1,5.57,0.28,26.98,0.1,0.6,28.93,58.25,1.18,93.5,None
35.5,85,0.78,7.9,4.85,1.12,5.62,0.26,24.66,0.1,0.5,28.4,62.25,1.25,95.75,None
28,67,0.8,8.12,4.97,1.08,5.8,0.37,21.61,0.1,0.72,27.95,67.5,1.05,71,None
27.75,66.5,0.65,8.38,4.95,1.18,5.75,0.35,20.91,0.1,0.65,27.45,70.75,0.93,75.5,None
25.25,60.75,0.73,8.18,4.95,1.3,5.87,0.32,21.11,0.1,0.62,27.07,72.25,0.9,93.25,None
22.25,53.5,0.78,8.35,5.1,1.52,5.62,0.29,20.66,0.1,0.55,26.75,73.25,0.82,79.25,None
28,67.5,0.57,9.03,5.28,1.42,5.63,0.27,19.73,0.1,0.53,26.52,75,0.7,83.25,None
28.75,69,0.75,9.82,5.88,1.2,5.57,0.33,18.84,0.1,0.62,26.3,76,0.8,111,None
